"C_HLEVEL";"C_FULLNAME";"C_NAME";"C_SYNONYM_CD";"C_VISUALATTRIBUTES";"C_TOTALNUM";"C_BASECODE";"C_METADATAXML";"C_FACTTABLECOLUMN";"C_TABLENAME";"C_COLUMNNAME";"C_COLUMNDATATYPE";"C_OPERATOR";"C_DIMCODE";"C_COMMENT";"C_TOOLTIP";"M_APPLIED_PATH";"UPDATE_DATE";"DOWNLOAD_DATE";"IMPORT_DATE";"SOURCESYSTEM_CD";"VALUETYPE_CD";"M_EXCLUSION_CD";"C_PATH";"C_SYMBOL";"HPDS_PATH"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\2532-0\";"LDH in Serum or Plasma";"";"";"";"LOINC:2532-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\2532-0\";"";"\Lab Test Results\Chemistry\Enzymes\LDH\LDH in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\LDH\LDH in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\";"ALT";"";"";"";"LOINC:LP44699-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\";"";"\Lab Test Results\Chemistry\Enzymes\ALT";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALT"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\1742-6\";"ALT in Serum or Plasma";"";"";"";"LOINC:1742-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\1742-6\";"";"\Lab Test Results\Chemistry\Enzymes\ALT\ALT in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALT\ALT in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\1743-4\";"ALT in Serum or Plasma With P-5-P";"";"";"";"LOINC:1743-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\1743-4\";"";"\Lab Test Results\Chemistry\Enzymes\ALT\ALT in Serum or Plasma With P-5-P";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALT\ALT in Serum or Plasma With P-5-P"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\1744-2\";"ALT in Serum or Plasma Without P-5-P";"";"";"";"LOINC:1744-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP44699-4\1744-2\";"";"\Lab Test Results\Chemistry\Enzymes\ALT\ALT in Serum or Plasma Without P-5-P";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALT\ALT in Serum or Plasma Without P-5-P"
"4";"\ACT\Labs\LP40271-6\LP31392-1\LP45609-2\";"ALP";"";"";"";"LOINC:LP45609-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP45609-2\";"";"\Lab Test Results\Chemistry\Enzymes\ALP";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALP"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP45609-2\1783-0\";"ALP in Blood";"";"";"";"LOINC:1783-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP45609-2\1783-0\";"";"\Lab Test Results\Chemistry\Enzymes\ALP\ALP in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALP\ALP in Blood"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP45609-2\6768-6\";"ALP in Serum or Plasma";"";"";"";"LOINC:6768-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP45609-2\6768-6\";"";"\Lab Test Results\Chemistry\Enzymes\ALP\ALP in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\ALP\ALP in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP31392-1\LP45656-3\";"AST";"";"";"";"LOINC:LP45656-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP45656-3\";"";"\Lab Test Results\Chemistry\Enzymes\AST";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\AST"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP45656-3\1920-8\";"AST in Serum or Plasma";"";"";"";"LOINC:1920-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP45656-3\1920-8\";"";"\Lab Test Results\Chemistry\Enzymes\AST\AST in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\AST\AST in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP45656-3\30239-8\";"AST in Serum or Plasma With P-5-P";"";"";"";"LOINC:30239-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP45656-3\30239-8\";"";"\Lab Test Results\Chemistry\Enzymes\AST\AST in Serum or Plasma With P-5-P";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\AST\AST in Serum or Plasma With P-5-P"
"4";"\ACT\Labs\LP40271-6\LP31392-1\LP47479-8\";"GGT";"";"";"";"LOINC:LP47479-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP47479-8\";"";"\Lab Test Results\Chemistry\Enzymes\GGT";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\GGT"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP47479-8\2324-2\";"GGT in Serum or Plasma";"";"";"";"LOINC:2324-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP47479-8\2324-2\";"";"\Lab Test Results\Chemistry\Enzymes\GGT\GGT in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\GGT\GGT in Serum or Plasma"
"3";"\ACT\Labs\LP40271-6\LP31397-0\";"Liver function";"";"";"";"LOINC:LP31397-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31397-0\";"";"\Lab Test Results\Chemistry\Liver function";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Liver function"
"4";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\";"Bilirubin";"";"";"";"LOINC:LP43561-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin"
"5";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\15152-2\";"Bilirubin conjugated in Serum or Plasma";"";"";"";"LOINC:15152-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\15152-2\";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin\Bilirubin conjugated in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin\Bilirubin conjugated in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\1975-2\";"Bilirubin total in Serum or Plasma";"";"";"";"LOINC:1975-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\1975-2\";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin\Bilirubin total in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin\Bilirubin total in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\42719-5\";"Bilirubin total";"";"";"";"LOINC:42719-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\42719-5\";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin\Bilirubin total";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Liver function\Bilirubin\Bilirubin total"
"3";"\ACT\Labs\LP40271-6\LP31403-6\";"Neuromuscular";"";"";"";"LOINC:LP31403-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31403-6\";"";"\Lab Test Results\Chemistry\Neuromuscular";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Neuromuscular"
"4";"\ACT\Labs\LP40271-6\LP31403-6\LP14685-9\";"Myelin basic protein";"";"";"";"LOINC:LP14685-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31403-6\LP14685-9\";"";"\Lab Test Results\Chemistry\Neuromuscular\Myelin basic protein";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Neuromuscular\Myelin basic protein"
"5";"\ACT\Labs\LP40271-6\LP31403-6\LP14685-9\2638-5\";"Myelin basic protein in CSF";"";"";"";"LOINC:2638-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31403-6\LP14685-9\2638-5\";"";"\Lab Test Results\Chemistry\Neuromuscular\Myelin basic protein\Myelin basic protein in CSF";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Neuromuscular\Myelin basic protein\Myelin basic protein in CSF"
"5";"\ACT\Labs\LP40271-6\LP31403-6\LP14685-9\56661-2\";"Myelin basic protein in Serum";"";"";"";"LOINC:56661-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31403-6\LP14685-9\56661-2\";"";"\Lab Test Results\Chemistry\Neuromuscular\Myelin basic protein\Myelin basic protein in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Neuromuscular\Myelin basic protein\Myelin basic protein in Serum"
"2";"\ACT\Labs\Version\";"ACT_2.0.1_UMLS_2018AA";"";"";"";"";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\Version\";"";"\Lab Test Results\  ACT_2.0.1_UMLS_2018AA";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\  ACT_2.0.1_UMLS_2018AA"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\47252-2\";"Hepatitis C virus RNA [Log #/volume] by Probe and target amplification log copies/mL";"N";"LA ";"0.0";"LOINC:47252-2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Log #/volume] by Probe and target amplification log copies/mL"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\42003-4\";"Hepatitis C virus RNA [Log #/volume] by Probe and signal amplification log copies/mL";"N";"LA ";"0.0";"LOINC:42003-4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Log #/volume] by Probe and signal amplification log copies/mL"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\20571-6\";"Hepatitis C virus RNA [#/volume]  by Probe and signal amplification 10*6 eq/mL";"N";"LA ";"0.0";"LOINC:20571-6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [#/volume]  by Probe and signal amplification 10*6 eq/mL"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\20416-4\";"Hepatitis C virus RNA [#/volume] by Probe and target amplification copies/mL";"N";"LA ";"0.0";"LOINC:20416-4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [#/volume] by Probe and target amplification copies/mL"
